frame,x [nm],y [nm],confidence [a.u]
1,11385.782707214355,7369.778694152832,0.8194130063056946
1,10338.703048706055,12461.460292816162,0.6628639698028564
1,25597.909881591797,1195.4174618721008,0.7101855278015137
1,21170.637901306152,109625.68939208984,0.7908726334571838
1,108581.15710449219,119176.86907958984,0.8103762269020081
1,19896.69468688965,91222.57177734375,0.7090067267417908
1,17507.38698577881,99053.54904174805,0.8141334056854248
1,21728.995651245117,91395.86410522461,0.7767360210418701
1,17180.983978271484,14851.795475006104,0.6908645033836365
1,24611.343170166016,11500.222412109375,0.6802594065666199
1,50415.730529785156,11216.53186416626,0.7042410969734192
1,32301.850616455078,6847.97873878479,0.7171410918235779
1,60520.41320800781,3670.9785776138306,0.6960132718086243
1,62178.725006103516,7104.540142059326,0.8434602618217468
1,91974.6950378418,6993.433084487915,0.8355064988136292
1,104327.41387939453,2244.962830543518,0.7157508730888367
1,18669.2423248291,113353.51873779297,0.8092283606529236
1,108692.60858154297,115248.24362182617,0.7002291083335876
1,5768.663194656372,105813.69903564453,0.9042710661888123
1,2967.94731426239,94945.82189941406,0.734027087688446
1,6702.0617599487305,87524.86291503906,0.746367335319519
1,2006.427453994751,93289.32330322266,0.6995587348937988
1,29910.78482055664,16166.901039123535,0.7454773783683777
1,5363.277467727661,72313.93347167969,0.6716114282608032
1,26091.628761291504,18055.18194580078,0.6896826028823853
1,14362.405170440674,22365.21086883545,0.7934514880180359
1,99665.43002319336,13079.264400482178,0.775169312953949
1,59824.399658203125,19805.483520507812,0.8503081798553467
1,35214.592376708984,18234.825813293457,0.7692770957946777
1,32065.05711364746,18671.085746765137,0.8306320309638977
1,83094.90490722656,30551.48504638672,0.781880795955658
1,69727.94491577148,31109.631256103516,0.6989524364471436
1,12841.485191345215,63461.98132324219,0.6601049900054932
1,5064.7057762146,69460.23809814453,0.6676015257835388
1,101125.6335144043,23216.01319885254,0.714256763458252
1,98703.259765625,29387.68140411377,0.8063430786132812
1,18462.256439208984,40425.329345703125,0.7549266219139099
1,119.07364678382874,33141.33465576172,0.7040135860443115
1,38325.71975708008,53882.11038208008,0.6963012218475342
1,13049.720764160156,48493.708068847656,0.7305966019630432
1,33169.48194885254,26211.93115234375,0.7879734635353088
1,50792.876525878906,15440.784782409668,0.6930590867996216
1,85074.18188476562,23355.130226135254,0.7719222903251648
2,95908.66766357422,16133.1470413208,0.9141243100166321
2,32994.18087768555,23123.74966430664,0.7786876559257507
2,46482.08143615723,20355.239227294922,0.7664797902107239
2,6002.676898956299,12643.620422363281,0.6843016147613525
2,25601.164756774902,1168.931381702423,0.7316485047340393
2,42663.64532470703,49479.84103393555,0.6628895401954651
2,11327.79224395752,62035.944244384766,0.7333533763885498
2,89911.150390625,30433.658920288086,0.6639843583106995
2,34714.43663024902,45468.40913391113,0.6582874059677124
2,10137.34164428711,62967.51760864258,0.7156779766082764
2,11155.143424987793,72053.13104248047,0.6999127864837646
2,18585.24308013916,42846.686279296875,0.8059985637664795
2,116.84108638763428,32099.795928955078,0.7143048048019409
2,18174.05866241455,110612.35565185547,0.6730749011039734
2,58077.35118103027,22305.20810699463,0.724958062171936
2,97509.05654907227,25924.929733276367,0.9092601537704468
